,book_id,chunk_id,book_title,genre,unique_speaker
798,4246_LibriVox_en,100h_07,planet savers,"science, craft & essay",251
799,1496_LibriVox_en,100h_07,won by crime,mystery,1401
800,1793_LibriVox_en,100h_07,letters from england 1846 1849,"science, craft & essay",1401
801,6176_LibriVox_en,100h_07,colored cadet at west point,"science, craft & essay",5985
802,7599_LibriVox_en,100h_07,reginald in russia and other sketches,"geography, nature & history",6965
803,621_LibriVox_en,100h_07,parasite,fiction,764
804,5818_LibriVox_en,100h_07,land of little rain,"science, craft & essay",3003
805,1303_LibriVox_en,100h_07,tarzan of the apes,fiction,204
806,6158_LibriVox_en,100h_07,diary written in the provincial lunatic asylum,"geography, nature & history",6292
807,994_LibriVox_en,100h_07,omnilingual,"science, craft & essay",251
808,7755_LibriVox_en,100h_08,shadows in the moonlight,fiction,5717
809,6297_LibriVox_en,100h_08,pentecost of calamity,"science, craft & essay",6454
810,4220_LibriVox_en,100h_08,status civilization,"science, craft & essay",3490
811,5014_LibriVox_en,100h_08,asteroid of fear,"science, craft & essay",3490
812,5379_LibriVox_en,100h_08,curious republic of gondour and other whimsical sketches,"geography, nature & history",107
813,6362_LibriVox_en,100h_08,1601 conversation as it was by the social fireside in the time of the tudors version 2,fiction,107
814,3191_LibriVox_en,100h_08,adrift on an ice pan,"geography, nature & history",3923
815,2706_LibriVox_en,100h_08,poison belt,"science, craft & essay",204
816,4262_LibriVox_en,100h_08,on interpretation,"science, craft & essay",3114
817,3992_LibriVox_en,100h_08,omoo a narrative of adventures in the south seas,"geography, nature & history",3157
818,6895_LibriVox_en,100h_08,defenders,"science, craft & essay",5717
819,6184_LibriVox_en,100h_08,richard ii makers of history,"geography, nature & history",5968
820,3080_LibriVox_en,100h_08,history of egypt chaldea syria babylonia and assyria vol 1,poetry,1401
821,414_LibriVox_en,100h_08,stolen white elephant,mystery,89
822,4714_LibriVox_en,100h_08,divers women,religion,3157
823,3067_LibriVox_en,100h_08,first love,fiction,3595
824,5027_LibriVox_en,100h_08,treatise on purgatory,religion,3681
825,867_LibriVox_en,100h_08,stories from pentamerone,"geography, nature & history",466
826,3361_LibriVox_en,100h_08,tale of benny badger,"science, craft & essay",681
827,7774_LibriVox_en,100h_08,kashtanka,fiction,4191
828,6826_LibriVox_en,100h_08,gabriel and the hour book,fiction,5778
829,170_LibriVox_en,100h_08,declaration of independence of the united states of america,"science, craft & essay",273
830,8650_LibriVox_en,100h_08,art of war version 4,"science, craft & essay",3912
831,3328_LibriVox_en,100h_08,chautauqua girls at home,religion,3157
832,2936_LibriVox_en,100h_08,what diantha did,fiction,32
833,2397_LibriVox_en,100h_08,green mansions a romance of the tropical forest,fiction,204
834,4963_LibriVox_en,100h_08,skylark of space version 2,"science, craft & essay",5717
835,5339_LibriVox_en,100h_09,tom swift in captivity,fiction,3488
836,4432_LibriVox_en,100h_09,tom swift and the electronic hydrolung,"science, craft & essay",204
837,6608_LibriVox_en,100h_09,considerations on representative government,"science, craft & essay",4788
838,3516_LibriVox_en,100h_09,mental efficiency,"science, craft & essay",2607
839,8082_LibriVox_en,100h_09,anthem version 3,"science, craft & essay",5717
840,8234_LibriVox_en,100h_09,philosophical enquiry,"science, craft & essay",1769
841,6204_LibriVox_en,100h_09,jennie gerhardt,fiction,4078
842,3775_LibriVox_en,100h_09,fisherman and his soul,fiction,3490
843,1586_LibriVox_en,100h_09,dog crusoe and his master,fiction,1901
844,6331_LibriVox_en,100h_09,jimmyjohn boss and other stories,fiction,6454
845,3989_LibriVox_en,100h_09,beauties of tennyson,poetry,908
846,7278_LibriVox_en,100h_09,cranford version 2,"geography, nature & history",6965
847,3385_LibriVox_en,100h_09,voyage to the south sea,"geography, nature & history",2990
848,2736_LibriVox_en,100h_09,superstition of divorce,"science, craft & essay",2162
849,8384_LibriVox_en,100h_09,among typhoons and pirate craft,"geography, nature & history",6454
850,861_LibriVox_en,100h_09,on the duty of civil disobedience,"science, craft & essay",17
851,8254_LibriVox_en,100h_09,from the darkness cometh the light or struggles for freedom,political & philosophy,5985
852,7207_LibriVox_en,100h_09,watchbird,"science, craft & essay",5717
853,6580_LibriVox_en,100h_09,great white queen,"science, craft & essay",3488
854,6114_LibriVox_en,100h_09,echoes of the war,political & philosophy,6497
855,4098_LibriVox_en,100h_10,pee wee harris,fiction,3488
856,6117_LibriVox_en,100h_10,john caldigate,fiction,1255
857,3188_LibriVox_en,100h_10,book of the national parks,"geography, nature & history",688
858,2207_LibriVox_en,100h_10,bible drv apocrypha deuterocanon wisdom,religion,908
859,1200_LibriVox_en,100h_10,moon metal,"science, craft & essay",32
860,7372_LibriVox_en,100h_10,hero of our time,fiction,7786
861,4538_LibriVox_en,100h_10,bible kjv nt 16 2 timothy,religion,2911
862,7258_LibriVox_en,100h_10,in a steamer chair and other stories,fiction,6454
863,8021_LibriVox_en,100h_10,story of a soul version 2,religion,8295
864,5958_LibriVox_en,100h_10,feast of st friend,"science, craft & essay",2607
865,7529_LibriVox_en,100h_10,valley of the moon,fiction,4078
866,6816_LibriVox_en,100h_10,hunter patrol,"science, craft & essay",5717
867,4960_LibriVox_en,100h_10,horse s tale,fiction,3490
868,7118_LibriVox_en,100h_10,my buried treasure,fiction,5244
869,4615_LibriVox_en,100h_10,on the trail of don quixote being a record of rambles in the ancient province of la mancha,"science, craft & essay",3003
870,1603_LibriVox_en,100h_10,fifty famous stories retold,misc,1841
871,2027_LibriVox_en,100h_10,siddhartha,religion,1331
872,4537_LibriVox_en,100h_10,bible kjv 08 ruth,religion,3157
873,4618_LibriVox_en,100h_11,soul of the indian,religion,5536
874,3202_LibriVox_en,100h_11,petit nord,"geography, nature & history",3923
875,8631_LibriVox_en,100h_11,complete works of george savile first marquess of halifax with an introduction by walter alexander raleigh,"geography, nature & history",107
876,8205_LibriVox_en,100h_11,wounds in the rain war stories,fiction,6454
877,4689_LibriVox_en,100h_11,lara a tale,poetry,3793
878,7623_LibriVox_en,100h_11,first successful ascent of mt rainier 1870,"geography, nature & history",3003
879,6585_LibriVox_en,100h_11,children of the ghetto,fiction,1331
880,8293_LibriVox_en,100h_11,importance of being earnest version 4,psychology,5717
881,3676_LibriVox_en,100h_11,little fuzzy,"science, craft & essay",3906
882,7764_LibriVox_en,100h_11,in time of emergency a citizen s handbook on nuclear attack natural disasters,"science, craft & essay",3157
883,8459_LibriVox_en,100h_11,life s little ironies a set of tales with some colloquial sketches entitled a few crusted characters,fiction,6454
884,1157_LibriVox_en,100h_11,gettysburg address version 3,"science, craft & essay",204
885,7518_LibriVox_en,100h_11,oblomov,"geography, nature & history",7786
886,684_LibriVox_en,100h_11,riddle of the sands,fiction,20
887,3061_LibriVox_en,100h_11,mary louise and the liberty girls,mystery,1401
888,6679_LibriVox_en,100h_11,arm of the law,"science, craft & essay",5717
889,7089_LibriVox_en,100h_11,best british short stories of 1922,"science, craft & essay",6454
890,3881_LibriVox_en,100h_11,tom sawyer detective,mystery,107
891,2479_LibriVox_en,100h_12,popular history of ireland book 06,"geography, nature & history",1401
892,7532_LibriVox_en,100h_12,jewels of aptor,"science, craft & essay",3657
893,7335_LibriVox_en,100h_12,touch of the sun and other stories,fiction,6454
894,3689_LibriVox_en,100h_12,this country of ours part 4,"geography, nature & history",19
895,7680_LibriVox_en,100h_12,patchwork girl of oz version 2,fiction,5717
896,4840_LibriVox_en,100h_12,one hoss shay,poetry,1066
897,5710_LibriVox_en,100h_12,game,fiction,2990
898,8594_LibriVox_en,100h_12,scarecrow of oz version 2,fiction,5717
899,1096_LibriVox_en,100h_12,bird study book,"science, craft & essay",688
900,5083_LibriVox_en,100h_12,billy whiskers the autobiography of a goat,fiction,1901
901,305_LibriVox_en,100h_12,bible drv apocrypha deuterocanon judith,religion,27
902,8283_LibriVox_en,100h_12,journal of a residence on a georgian plantation 1838 1839,political & philosophy,5985
903,5589_LibriVox_en,100h_12,rhymed receipts for any occasion,poetry,32
904,4720_LibriVox_en,100h_12,pocket island,fiction,2156
905,7490_LibriVox_en,100h_12,rose child,"geography, nature & history",6415
906,3880_LibriVox_en,100h_12,first book of adam and eve,religion,3681
907,404_LibriVox_en,100h_12,rocket book,poetry,26
908,8423_LibriVox_en,100h_12,eyebright,fiction,7756
909,2560_LibriVox_en,100h_12,life of cicero vol ii,"geography, nature & history",2297
910,4982_LibriVox_en,100h_12,battle of marathon,poetry,3793
911,8448_LibriVox_en,100h_12,household puzzles,religion,3157
912,192_LibriVox_en,100h_12,johnny crow s garden,"science, craft & essay",19
913,2127_LibriVox_en,100h_12,old maids club,fiction,3157
914,2113_LibriVox_en,100h_12,story of abraham lincoln,misc,1121
915,4922_LibriVox_en,100h_13,mothering on perilous,fiction,5778
916,579_LibriVox_en,100h_13,story of the treasure seekers,fiction,103
917,4955_LibriVox_en,100h_13,jyl of breyntfords testament,poetry,4191
918,7983_LibriVox_en,100h_13,abaft the funnel,"geography, nature & history",6454
919,2363_LibriVox_en,100h_13,detailed minutiae of soldier life in the army of northern virginia 1861 1865,political & philosophy,2827
920,8522_LibriVox_en,100h_13,practice of the presence of god version 2,religion,5717
921,6896_LibriVox_en,100h_13,essays and literary studies,"geography, nature & history",3157
922,1481_LibriVox_en,100h_13,sammie and susie littletail,"science, craft & essay",1335
923,7616_LibriVox_en,100h_13,hour of the dragon,fiction,251
924,998_LibriVox_en,100h_13,no thoroughfare,fiction,1179
925,5184_LibriVox_en,100h_13,by ox team to california a narrative of crossing the plains in 1860,"geography, nature & history",3003
926,5885_LibriVox_en,100h_13,ethan frome version 2,fiction,3912
927,599_LibriVox_en,100h_13,railway children,fiction,103
928,7807_LibriVox_en,100h_13,pauline s passion and punishment,fiction,1259
929,5789_LibriVox_en,100h_13,gunman s reckoning,fiction,4078
930,7261_LibriVox_en,100h_13,anarchy,"science, craft & essay",1724
931,2089_LibriVox_en,100h_13,poems of william blake,poetry,908
932,8383_LibriVox_en,100h_13,that pup,fiction,6454
933,3104_LibriVox_en,100h_13,stars my brothers,"science, craft & essay",3490
934,4347_LibriVox_en,100h_13,bible kjv nt 10 ephesians,religion,5293
935,7994_LibriVox_en,100h_13,legend of sleepy hollow version 3,fiction,5717
936,6266_LibriVox_en,100h_13,gargoyles,fiction,2156
937,1269_LibriVox_en,100h_13,tale of peter mink,"science, craft & essay",681
938,5726_LibriVox_en,100h_13,de anima,"science, craft & essay",3114
939,8822_LibriVox_en,100h_13,frey and his wife,misc,6248
940,7686_LibriVox_en,100h_13,tom of the raiders,fiction,4535
941,5563_LibriVox_en,100h_14,text book of assaying,"science, craft & essay",167
942,6372_LibriVox_en,100h_14,world beyond,"science, craft & essay",4078
943,5916_LibriVox_en,100h_14,friendship of christ,religion,6499
944,7756_LibriVox_en,100h_14,waiting on god,religion,7424
945,4087_LibriVox_en,100h_14,william tell told again,fiction,204
946,3421_LibriVox_en,100h_14,ruth erskine s crosses,religion,3157
947,5510_LibriVox_en,100h_14,case of the golden bullet,mystery,1970
948,6446_LibriVox_en,100h_14,right of way,fiction,3488
949,8620_LibriVox_en,100h_14,comic english grammar,"science, craft & essay",2607
950,8043_LibriVox_en,100h_14,red battle flyer,political & philosophy,3488
951,4694_LibriVox_en,100h_14,curtezan unmasked,religion,26
952,6384_LibriVox_en,100h_14,freedmen s book,poetry,2269
953,2215_LibriVox_en,100h_14,haunted bookshop,mystery,688
954,7397_LibriVox_en,100h_14,tunnel under the world,"science, craft & essay",5717
955,4818_LibriVox_en,100h_14,black amazon of mars,"science, craft & essay",3490
956,4290_LibriVox_en,100h_14,to have and to hold,fiction,3488
957,7619_LibriVox_en,100h_14,adventures of bindle,fiction,5304
958,392_LibriVox_en,100h_14,golden goose book,fiction,19
959,4022_LibriVox_en,100h_15,those extraordinary twins,fiction,107
960,856_LibriVox_en,100h_15,love among the chickens,fiction,251
961,4940_LibriVox_en,100h_15,uncle remus and brer rabbit,fiction,5717
962,4986_LibriVox_en,100h_15,storm over warlock version 2,"science, craft & essay",251
963,4677_LibriVox_en,100h_15,white fang version 2,fiction,204
964,5855_LibriVox_en,100h_15,lure of the labrador wild,"geography, nature & history",3488
965,2079_LibriVox_en,100h_15,varied types,"science, craft & essay",2162
966,2287_LibriVox_en,100h_15,women in love,fiction,2607
967,7723_LibriVox_en,100h_15,moon master,"science, craft & essay",4078
968,3768_LibriVox_en,100h_15,samson agonistes,poetry,3595
969,1738_LibriVox_en,100h_15,heretics,"science, craft & essay",2162
970,1704_LibriVox_en,100h_15,lady s life on a farm in manitoba,"geography, nature & history",1401
971,5501_LibriVox_en,100h_15,little fishers and their nets,religion,3157
972,6139_LibriVox_en,100h_15,history of standard oil volume 2,"science, craft & essay",3488
973,2951_LibriVox_en,100h_15,tale of major monkey,"science, craft & essay",681
974,6910_LibriVox_en,100h_15,treatise of religion,poetry,6974
975,2082_LibriVox_en,100h_15,keepsake,poetry,908
976,4639_LibriVox_en,100h_15,bible wnt nt 06 romans,religion,2149
977,3198_LibriVox_en,100h_16,lord kitchener,"geography, nature & history",2162
978,6319_LibriVox_en,100h_16,one of my sons,mystery,5778
979,1840_LibriVox_en,100h_16,swoop,fiction,28
980,2552_LibriVox_en,100h_16,high adventure a narrative of air fighting in france,"science, craft & essay",3020
981,1828_LibriVox_en,100h_16,white linen nurse,fiction,1851
982,8191_LibriVox_en,100h_16,devil s garden,fiction,3488
983,5895_LibriVox_en,100h_16,anne s house of dreams version 2,fiction,103
984,5684_LibriVox_en,100h_16,biltmore oswald,fiction,6459
985,4917_LibriVox_en,100h_16,literary lapses,juvenile books,3157
986,3968_LibriVox_en,100h_16,sheridan road mystery,mystery,688
987,3549_LibriVox_en,100h_16,rasselas prince of abyssinia,fiction,3595
988,482_LibriVox_en,100h_16,my mark twain,"geography, nature & history",26
989,384_LibriVox_en,100h_16,give me liberty,"geography, nature & history",204
990,5596_LibriVox_en,100h_16,history of farming in ontario,"science, craft & essay",205
991,2131_LibriVox_en,100h_16,old mother west wind,"science, craft & essay",1066
992,465_LibriVox_en,100h_16,constitution of the united states of america 1787,misc,89
993,5092_LibriVox_en,100h_16,story of the pony express,"science, craft & essay",2156
994,6790_LibriVox_en,100h_16,slave is a slave,"science, craft & essay",5717
995,2422_LibriVox_en,100h_16,popular history of ireland book 05,"geography, nature & history",1401
996,5462_LibriVox_en,100h_16,hushed up a mystery of london,mystery,3488
997,1097_LibriVox_en,100h_16,story of mary maclane,"geography, nature & history",28
998,7176_LibriVox_en,100h_16,christmas every day and other stories told for children,juvenile books,6454
999,3173_LibriVox_en,100h_16,two poe tales,fiction,83
1000,7811_LibriVox_en,100h_16,worst journey in the world vol 2,"geography, nature & history",6248
1001,8339_LibriVox_en,100h_16,willows version 2,juvenile books,5717
1002,6335_LibriVox_en,100h_17,my discovery of england,juvenile books,3157
1003,7008_LibriVox_en,100h_17,judas valley,"science, craft & essay",5717
1004,4441_LibriVox_en,100h_17,trees of pride,mystery,4667
1005,5129_LibriVox_en,100h_17,make mine homogenized,"science, craft & essay",3490
1006,6549_LibriVox_en,100h_17,ruby and the caldron,mystery,5244
1007,4401_LibriVox_en,100h_17,other side of the door,fiction,1212
1008,5674_LibriVox_en,100h_17,memoir on the life and character of the rev prince demetrius a de gallitzin,"science, craft & essay",6499
1009,7814_LibriVox_en,100h_17,and then the town took off,"science, craft & essay",3488
1010,8292_LibriVox_en,100h_17,poison romance and poison mysteries,"science, craft & essay",6454
1011,6452_LibriVox_en,100h_17,shrieking pit,mystery,6248
1012,6273_LibriVox_en,100h_17,cleek of scotland yard,mystery,2607
1013,2208_LibriVox_en,100h_17,bible drv apocrypha deuterocanon 1 maccabees,religion,908
1014,6188_LibriVox_en,100h_17,journey in search of christmas,"geography, nature & history",6454
1015,8176_LibriVox_en,100h_17,hill of dreams,fiction,251
1016,4032_LibriVox_en,100h_17,zeppelin s passenger,fiction,3488
1017,5867_LibriVox_en,100h_17,makers of canada champlain,"geography, nature & history",5968
1018,5648_LibriVox_en,100h_17,starved rock a historical sketch,"geography, nature & history",4289
1019,6841_LibriVox_en,100h_17,narrative of the life and adventures of henry bibb an american slave,political & philosophy,5985
1020,391_LibriVox_en,100h_17,gift of the magi,fiction,32
1021,4887_LibriVox_en,100h_17,in the closed room,fiction,3703
1022,2502_LibriVox_en,100h_17,summa theologica 02 pars prima trinity and creation,religion,3009
1023,6490_LibriVox_en,100h_17,red men and white,fiction,6454
1024,6711_LibriVox_en,100h_17,secret of the ninth planet,"science, craft & essay",4078
1025,6954_LibriVox_en,100h_18,temple trouble,"science, craft & essay",5717
1026,8831_LibriVox_en,100h_18,theodore roosevelt an address delivered before the congress of the united states,"geography, nature & history",6454
1027,4661_LibriVox_en,100h_18,hohenzollerns in america with the bolsheviks in berlin and other impossibilities,juvenile books,3157
1028,5706_LibriVox_en,100h_18,manual of egyptian archaeology and guide to the study of antiquities in egypt,misc,3618
1029,7183_LibriVox_en,100h_18,gambler s world the yillian way,"science, craft & essay",5717
1030,7291_LibriVox_en,100h_18,food preparedness,"science, craft & essay",3157
1031,5334_LibriVox_en,100h_18,brief account of the bahai movement,religion,1618
1032,7548_LibriVox_en,100h_18,letters of jane austen,misc,1259
1033,3232_LibriVox_en,100h_18,rain,fiction,3657
1034,7131_LibriVox_en,100h_18,beyond lies the wub the skull,"science, craft & essay",5717
1035,1728_LibriVox_en,100h_18,philippics,poetry,949
1036,4700_LibriVox_en,100h_18,bible kjv nt 13 1 thessalonians,religion,2911
1037,3472_LibriVox_en,100h_18,figure in the carpet,fiction,4018
1038,6246_LibriVox_en,100h_18,princess,poetry,1259
1039,1579_LibriVox_en,100h_18,life in mexico,political & philosophy,1851
1040,8316_LibriVox_en,100h_18,idomen or the vale of yumuri,fiction,4191
1041,2344_LibriVox_en,100h_18,probable sons,religion,1841
1042,8003_LibriVox_en,100h_18,little gray lady,fiction,5244
1043,3102_LibriVox_en,100h_18,three men on the bummel,fiction,167
1044,5761_LibriVox_en,100h_18,grace harlowe s return to overton campus,fiction,5468
1045,3139_LibriVox_en,100h_18,four girls at chautauqua,religion,3157
1046,3995_LibriVox_en,100h_18,east by west vol 1,"science, craft & essay",2607
1047,4435_LibriVox_en,100h_19,english as she is wrote,juvenile books,3157
1048,8465_LibriVox_en,100h_19,underground man,"science, craft & essay",2607
1049,3336_LibriVox_en,100h_19,in kent with charles dickens,"geography, nature & history",2607
1050,2508_LibriVox_en,100h_19,stickeen,"science, craft & essay",3003
1051,6725_LibriVox_en,100h_19,mask,"geography, nature & history",4191
1052,687_LibriVox_en,100h_19,bible web nt 09 galatians,religion,399
1053,5348_LibriVox_en,100h_19,bible kjv nt 27 revelation,religion,2149
1054,7331_LibriVox_en,100h_19,just so stories version 5,fiction,5717
1055,967_LibriVox_en,100h_19,plague ship,"science, craft & essay",251
1056,3182_LibriVox_en,100h_19,people like that,fiction,3588
1057,4340_LibriVox_en,100h_19,songs of kabir,poetry,4705
1058,5827_LibriVox_en,100h_19,wonderful wizard of oz version 2,fiction,5717
1059,1418_LibriVox_en,100h_19,garland for girls,fiction,1578
1060,3570_LibriVox_en,100h_19,people of the abyss,"science, craft & essay",167
1061,8571_LibriVox_en,100h_19,my lady of the chinese courtyard,political & philosophy,3645
1062,3600_LibriVox_en,100h_19,ghosts of piccadilly,"science, craft & essay",167
1063,4199_LibriVox_en,100h_19,sonnets from the portuguese version 2,poetry,908
1064,987_LibriVox_en,100h_19,oomphel in the sky,"science, craft & essay",251
1065,655_LibriVox_en,100h_19,daniel deronda,fiction,248
1066,5637_LibriVox_en,100h_20,four faces,mystery,3488
1067,3941_LibriVox_en,100h_20,knyght ther was,"science, craft & essay",2156
1068,2214_LibriVox_en,100h_20,great englishwomen,misc,1841
1069,6461_LibriVox_en,100h_20,amethyst box,mystery,5244
1070,5378_LibriVox_en,100h_20,absalom and achitophel,"science, craft & essay",6249
1071,2043_LibriVox_en,100h_20,futility or the wreck of the titan,fiction,3488
1072,2672_LibriVox_en,100h_20,story hour readers third year,misc,1401
1073,5261_LibriVox_en,100h_20,four mothers at chautauqua,religion,3157
1074,8306_LibriVox_en,100h_20,under western eyes,fiction,8713
1075,8785_LibriVox_en,100h_20,christmas when the west was young,"geography, nature & history",6454
1076,2475_LibriVox_en,100h_20,space viking,"science, craft & essay",251
1077,1302_LibriVox_en,100h_20,shadows,fiction,83
1078,1926_LibriVox_en,100h_20,real mother goose,poetry,1901
1079,3014_LibriVox_en,100h_20,birds in the calendar,"science, craft & essay",2607
1080,6568_LibriVox_en,100h_20,stolen white elephant version 2,mystery,107
1081,6818_LibriVox_en,100h_20,flowers and ferns in their haunts,"science, craft & essay",3657
1082,6693_LibriVox_en,100h_20,story of peter pan,fiction,5717
1083,6479_LibriVox_en,100h_20,shropshire lad version 2,poetry,7090
1084,8301_LibriVox_en,100h_20,drum taps,political & philosophy,8713
1085,5896_LibriVox_en,100h_20,titan,fiction,4078
1086,8773_LibriVox_en,100h_20,havoc,mystery,3488
1087,8320_LibriVox_en,100h_20,little mermaid,fiction,5717
1088,1641_LibriVox_en,100h_20,glimpses of the moon,fiction,1259
1089,1912_LibriVox_en,100h_21,poems of marianne moore,"geography, nature & history",195
1090,2598_LibriVox_en,100h_21,popular history of ireland book 07,"geography, nature & history",1401
1091,576_LibriVox_en,100h_21,copyright question,"science, craft & essay",205
1092,6897_LibriVox_en,100h_21,adventures of master f j,poetry,4191
1093,6352_LibriVox_en,100h_21,liliecrona s home,"science, craft & essay",2234
1094,8010_LibriVox_en,100h_21,quatrains of omar khayyam in english prose,"science, craft & essay",4705
1095,4635_LibriVox_en,100h_21,american cookery,"science, craft & essay",32
1096,4712_LibriVox_en,100h_21,in a german pension,fiction,3848
1097,7257_LibriVox_en,100h_21,2 b r 0 2 b version 2 the big trip up yonder version 5,"science, craft & essay",5717
1098,6676_LibriVox_en,100h_21,lin mclean,fiction,6454
1099,8049_LibriVox_en,100h_21,john sherman and dhoya,"geography, nature & history",6454
1100,4765_LibriVox_en,100h_21,scenes of clerical life,fiction,3699
1101,4216_LibriVox_en,100h_21,evelina s garden,fiction,3657
1102,3215_LibriVox_en,100h_21,first and last,"science, craft & essay",2162
1103,2302_LibriVox_en,100h_21,dark house,mystery,681
1104,1755_LibriVox_en,100h_21,master of the world,"science, craft & essay",204
1105,4478_LibriVox_en,100h_21,short line war,fiction,32
1106,1055_LibriVox_en,100h_21,tom swift and the visitor from planet x,fiction,251
1107,3486_LibriVox_en,100h_21,one of ours,fiction,3488
1108,4979_LibriVox_en,100h_21,idiot,fiction,3490
1109,2583_LibriVox_en,100h_21,ester ried,religion,3157
1110,6820_LibriVox_en,100h_22,members of the family,"geography, nature & history",6454
1111,1102_LibriVox_en,100h_22,how to live on twenty four hours a day,"science, craft & essay",204
1112,7040_LibriVox_en,100h_22,repairman,"science, craft & essay",5717
1113,6359_LibriVox_en,100h_22,chimneysmoke,poetry,6907
1114,767_LibriVox_en,100h_22,anthem,"science, craft & essay",948
1115,5799_LibriVox_en,100h_22,master hand,mystery,6482
1116,402_LibriVox_en,100h_22,road to oz,fiction,19
1117,2782_LibriVox_en,100h_22,curious case of benjamin button version 2,fiction,3020
1118,5788_LibriVox_en,100h_22,bible wycliffe 21 ecclesiastes,"science, craft & essay",3595
1119,4858_LibriVox_en,100h_22,lucy maud montgomery short stories 1909 1922,"geography, nature & history",5740
1120,7362_LibriVox_en,100h_22,cape cod stories,fiction,6454
1121,6780_LibriVox_en,100h_22,make believe man,fiction,5244
1122,3281_LibriVox_en,100h_22,by pond and river,misc,1841
1123,1543_LibriVox_en,100h_22,verse book of a homely woman,religion,1335
1124,4387_LibriVox_en,100h_22,intrusion of jimmy,fiction,251
1125,8513_LibriVox_en,100h_22,card trick,"science, craft & essay",8580
1126,6249_LibriVox_en,100h_22,mr standfast,fiction,4018
1127,5322_LibriVox_en,100h_22,bible kjv 28 39 minor prophets hosea through malachi,religion,3157
1128,7806_LibriVox_en,100h_22,grim tales,"science, craft & essay",167
1129,5838_LibriVox_en,100h_22,zip the adventures of a frisky fox terrier,fiction,1212
1130,8228_LibriVox_en,100h_22,chronicles of canada volume 21 the red river colony a chronicle of the beginnings of manitoba,"geography, nature & history",3157
1131,7665_LibriVox_en,100h_22,defiant agents version 2,"science, craft & essay",251
1132,7175_LibriVox_en,100h_22,ambulance made two trips,"science, craft & essay",5717
1133,3262_LibriVox_en,100h_22,nonsense novels,juvenile books,3157
1134,5109_LibriVox_en,100h_22,sophistical elenchi,"science, craft & essay",3114
1135,5922_LibriVox_en,100h_22,flint heart,"geography, nature & history",6454
1136,1342_LibriVox_en,100h_22,deephaven,fiction,32
1137,7268_LibriVox_en,100h_23,five beloved stories by o henry,fiction,5717
1138,1857_LibriVox_en,100h_23,mayor of casterbridge,fiction,1166
1139,2638_LibriVox_en,100h_23,child s new story book,fiction,1401
1140,4556_LibriVox_en,100h_23,return of alfred,"geography, nature & history",1724
1141,4390_LibriVox_en,100h_23,this world is taboo,"science, craft & essay",204
1142,918_LibriVox_en,100h_23,selected lullabies of eugene field,poetry,248
1143,4621_LibriVox_en,100h_23,spoilers,fiction,3488
1144,4422_LibriVox_en,100h_23,victory an island tale,fiction,3848
1145,7865_LibriVox_en,100h_23,i was a teen age secret weapon,"science, craft & essay",5717
1146,5143_LibriVox_en,100h_23,mahabharata by vyasa the epic of ancient india condensed into english verse,poetry,4572
1147,7146_LibriVox_en,100h_23,gold hunters borthwick,political & philosophy,3003
1148,3942_LibriVox_en,100h_23,ethical engineer,"science, craft & essay",3490
1149,6267_LibriVox_en,100h_23,marvels of divine grace,"science, craft & essay",6499
1150,1290_LibriVox_en,100h_23,shropshire lad,poetry,1708
1151,6738_LibriVox_en,100h_23,night of the long knives,"science, craft & essay",5717
1152,5586_LibriVox_en,100h_23,common sense version 2,"science, craft & essay",3912
1153,5618_LibriVox_en,100h_23,time machine version 3,"science, craft & essay",251
1154,2409_LibriVox_en,100h_23,appetite of tyranny,"science, craft & essay",2162
1155,3272_LibriVox_en,100h_23,after london or wild england,"science, craft & essay",2607
1156,230_LibriVox_en,100h_23,spirits in bondage,poetry,439
1157,6292_LibriVox_en,100h_24,monk and the hangman s daughter,fiction,5717
1158,7077_LibriVox_en,100h_24,brood of the dark moon,"science, craft & essay",4078
1159,8195_LibriVox_en,100h_24,short history of the christian church,religion,3157
1160,3517_LibriVox_en,100h_24,brand of silence,mystery,2156
1161,5785_LibriVox_en,100h_24,emperor of portugallia,fiction,2234
1162,7241_LibriVox_en,100h_24,rainbow trail,fiction,4078
1163,8762_LibriVox_en,100h_24,island of doctor moreau version 2,"science, craft & essay",3912
1164,5049_LibriVox_en,100h_24,gambler,fiction,3488
1165,860_LibriVox_en,100h_24,gawayne and the green knight lewis translation,poetry,32
1166,364_LibriVox_en,100h_24,parenticide club,fiction,167
1167,7791_LibriVox_en,100h_24,water ghost and others,fiction,6454
1168,1459_LibriVox_en,100h_24,greener than you think,"science, craft & essay",1370
1169,4983_LibriVox_en,100h_25,pointed roofs,fiction,4191
1170,7822_LibriVox_en,100h_25,father goriot,fiction,6497
1171,7666_LibriVox_en,100h_25,journey of coronado,"geography, nature & history",3003
1172,8555_LibriVox_en,100h_25,mr munchausen,fiction,6248
1173,8487_LibriVox_en,100h_25,history and records of the elephant club,juvenile books,5304
1174,6290_LibriVox_en,100h_25,fraternal charity,"science, craft & essay",6499
1175,2534_LibriVox_en,100h_25,golden bowl,fiction,1212
1176,5222_LibriVox_en,100h_25,unidentified flying objects,"science, craft & essay",2156
1177,3954_LibriVox_en,100h_25,little swiss sojourn,"science, craft & essay",4018
1178,7719_LibriVox_en,100h_25,little nugget,fiction,251
1179,1786_LibriVox_en,100h_25,moths of the limberlost,"science, craft & essay",688
1180,7508_LibriVox_en,100h_25,bill nye s funniest thoughts,juvenile books,5717
